delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
16747176,68354,10737,1810,8746,21849,1802,9386,rest
13418,16747095,15975,2319,5575,11262,606,15022,rest
84068,16754791,29209,2598,13286,16744458,775,6152,rest
5621,16749659,71353,2234,10068,16762222,835,9187,rest
110156,18431,26136,495,2123,2251,257,1175,rest
62692,16683,57211,2979,5556,13641,959,5060,rest
23831,22560,16744981,3744,5854,16765,1983,6825,rest
416993,16763488,16746673,3029,14043,9940,2767,17243,rest
94294,2030,16373,707,1874,6418,427,2218,rest
27138,16773266,16748597,2141,7256,18266,915,4018,rest
29379,14980,16761274,2183,7043,22532,927,10231,rest
100986,28934,75346,2229,18889,16768544,1607,4461,rest
172958,16225,16776196,1996,10068,16771389,1792,9575,rest
93508,50077,43574,5726,8391,31529,2120,9709,rest
525527,26742,80340,4471,27791,6918,2019,15970,rest
237796,5697,16432,2501,3077,6866,158,1592,rest
623959,6866,275357,20620,16746641,13922,13741,30903,rest
118397,3140,5611,190,1341,3380,16777116,804,rest
1886798,76654,16764735,1780,6524,22350,1019,5170,rest
351404,4348,63801,5012,6975,6271,2685,10099,rest
146516,15579,32230,1373,5191,7036,1092,2794,rest
